Game to Catch in,Catch Methods,Pokemon
Pokémon Ultra Sun and Ultra Moon," Ultra Space Wilds (Rocky World)
",Grumpig
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Grumpig
Pokémon Sword and Shield," Unobtainable
",Grumpig
Pokémon Pinball: Ruby & Sapphire," Evolve Spoink
",Grumpig
Pokémon Trozei!," Endless Level 77, Forever Level 27, Pair Trozei, Mr. Who's Den
",Grumpig
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Evolve Spoink
",Grumpig
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Evolve Spoink
",Grumpig
Pokémon Mystery Dungeon: Explorers of Sky," Evolve Spoink
",Grumpig
Pokémon Rumble Blast," Tower: Firebreathing Mountain
",Grumpig
Pokémon Rumble U," Conductor Room: Rumbling Magnetic Motors, Chill Battle: Fever!
",Grumpig
Pokémon Battle Trozei," Safari Jungle: Stage 2^Th
",Grumpig
Pokémon Shuffle," Desert Umbra: Stage 309
",Grumpig
Pokémon Rumble World," Legend Terrain: Bastion of Beginnings (Entrance, Center, Back)
",Grumpig
Pokémon Ruby and Sapphire," Jagged Pass
",Spoink
Pokémon Emerald," Jagged Pass
",Spoink
Pokémon FireRed and LeafGreen," Trade, Event
",Spoink
Pokémon Colosseum," Trade
",Spoink
Pokémon XD: Gale of Darkness," Trade
",Spoink
Pokémon Diamond and Pearl," Route 214 (Swarm)
",Spoink
Pokémon Platinum," Route 214 (Swarm)
",Spoink
Pokémon HeartGold and SoulSilver," Ilex Forest, Viridian Forest (Hoenn Sound)
",Spoink
Pal Park," Field
",Spoink
Pokémon Black and White," Trade
",Spoink
Pokémon Black 2," Reversal Mountain
",Spoink
Pokémon White 2," Trade
",Spoink
Pokémon Dream World," Spooky Manor
",Spoink
Pokémon X and Y," Route 8
",Spoink
Pokémon Omega Ruby and Alpha Sapphire," Jagged Pass
",Spoink
Pokémon Sun and Moon," Trade
",Spoink
Pokémon Ultra Sun and Ultra Moon," Breed Grumpig
",Spoink
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Spoink
Pokémon Sword and Shield," Unobtainable
",Spoink
Pokémon Pinball: Ruby & Sapphire," Hatch from Egg
",Spoink
Pokémon Trozei!," Secret Storage 15, Endless Level 36, Forever Level 21, Mr. Who's Den
",Spoink
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Howling Forest (1F-8F), Solar Cave (1F-5F)
",Spoink
Pokémon Ranger (game)," Kisara Plains
",Spoink
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Marine Resort (1F-7F)
",Spoink
Pokémon Mystery Dungeon: Explorers of Sky," Marine Resort (1F-7F)
",Spoink
Pokémon Rumble Blast," Tower: Firebreathing Mountain, Soothing Shore
",Spoink
Pokémon Rumble U," Conductor Room: Rumbling Magnetic Motors, Chill Battle: Fever!
",Spoink
Pokémon Battle Trozei," Safari Jungle: Stage 1^Th
",Spoink
Pokémon Shuffle," Desert Umbra: Stage 304
",Spoink
Pokémon Rumble World," Legend Terrain: Bastion of Beginnings (Entrance, Center, Back)
",Spoink
Pokémon Ruby and Sapphire," Fiery Path
",Torkoal
Pokémon Emerald," Fiery Path, Magma Hideout
",Torkoal
Pokémon FireRed and LeafGreen," Trade
",Torkoal
Pokémon Colosseum," Trade
",Torkoal
Pokémon XD: Gale of Darkness," Trade
",Torkoal
Pokémon Diamond and Pearl," Route 227, Stark Mountain (Poké Radar)
",Torkoal
Pokémon Platinum," Route 227, Stark Mountain (Poké Radar)
",Torkoal
Pokémon HeartGold and SoulSilver," Safari Zone
",Torkoal
Pal Park," Mountain
",Torkoal
Pokémon Black and White," Poké Transfer or Pokémon Dream World
",Torkoal
Pokémon Black 2 and White 2," Poké Transfer or Pokémon Dream World
",Torkoal
Pokémon Dream World," Rugged Mountain
",Torkoal
Pokémon X and Y," Route 18
",Torkoal
Pokémon Omega Ruby and Alpha Sapphire," Fiery Path
",Torkoal
Pokémon Sun and Moon," Route 12, Blush Mountain
",Torkoal
Pokémon Ultra Sun and Ultra Moon," Route 12, Blush Mountain
",Torkoal
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Torkoal
Pokémon Sword and Shield,"
",Torkoal
Pokémon Pinball: Ruby & Sapphire," Volcano (Ruby Field)
",Torkoal
Pokémon Trozei!," Endless Level 11, Endless Level 15, Forever Level 60, Mr. Who's Den
",Torkoal
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Mt. Blaze (7F-12F), Fiery Field (9F-14F), Wish Cave (57F-59F), Joyous Tower (57F-59F), Oddity Cave (B7-B10)
",Torkoal
Pokémon Ranger (game)," Krokka Tunnel
",Torkoal
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Deep Dark Crater (B7F-B14F)
",Torkoal
Pokémon Mystery Dungeon: Explorers of Sky," Deep Dark Crater (B7F-B14F)
",Torkoal
Pokémon Ranger: Shadows of Almia," Volcano Cave
",Torkoal
PokéPark Wii: Pikachu's Adventure," Lava Zone
",Torkoal
Pokémon Rumble Blast," Lava: Firebreathing Mountain, World Axle - B1F, All*
",Torkoal
Pokémon Rumble U," Aquatic Hill: The Floors Are Hot!
",Torkoal
Pokémon Battle Trozei," Pitch-Black Cavern: Stage 2
",Torkoal
Pokémon Shuffle," Event: The Daily Pokémon (#4)
",Torkoal
Pokémon Rumble World," Starlight Islands: Volcanic Ravine (All Areas, Entrance Boss)
",Torkoal
Pokémon Masters," Chapter 3: Rise Beyond the Flames (Flannery's)
",Torkoal
Pokémon Ruby and Sapphire," Evolve Numel
",Camerupt
Pokémon Emerald," Evolve Numel
",Camerupt
Pokémon FireRed and LeafGreen," Trade
",Camerupt
Pokémon Colosseum," Trade
",Camerupt
Pokémon XD: Gale of Darkness," Evolve Numel
",Camerupt
Pokémon Diamond and Pearl," Route 227, Stark Mountain
",Camerupt
Pokémon Platinum," Route 227, Stark Mountain
",Camerupt
Pokémon HeartGold and SoulSilver," Evolve Numel
",Camerupt
Pal Park," Mountain
",Camerupt
Pokémon Black and White," Trade
",Camerupt
Pokémon Black 2," Trade
",Camerupt
Pokémon White 2," Reversal Mountain
",Camerupt
Pokémon X and Y," Friend Safari (Ground)
",Camerupt
Pokémon Omega Ruby and Alpha Sapphire," Received from a Team Magma Grunt at the Battle Resort
",Camerupt
Pokémon Sun and Moon," Pokémon Bank
",Camerupt
Pokémon Ultra Sun and Ultra Moon," Pokémon Bank
",Camerupt
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Camerupt
Pokémon Sword and Shield," Unobtainable
",Camerupt
Pokémon Pinball: Ruby & Sapphire," Evolve Numel
",Camerupt
Pokémon Trozei!," Phobos Drill, Mr. Who's Den
",Camerupt
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Evolve Numel
",Camerupt
Pokémon Ranger (game)," Jungle Relic
",Camerupt
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Dark Crater (B3F-B15F, Deep Dark Crater B1F-B6F), Giant Volcano (1F-19F), Shimmer Hill (1F-17F)
",Camerupt
Pokémon Mystery Dungeon: Explorers of Sky," Dark Crater (B3F-B15F, Deep Dark Crater B1F-B6F), Giant Volcano (1F-19F), Shimmer Hill (1F-17F)
",Camerupt
Pokémon Ranger: Shadows of Almia," Crysta Cave
",Camerupt
PokéPark Wii: Pikachu's Adventure," Lava Zone
",Camerupt
Pokémon Ranger: Guardian Signs," Faldera Island, Ice Temple, Fire Temple
",Camerupt
Pokémon Rumble Blast," Lava: Sunny Seashore
",Camerupt
Pokémon Rumble U," Magical Lake: In Need of Trees
",Camerupt
Pokémon Battle Trozei," Safari Jungle: Stage 3^Mo
",Camerupt
Pokémon Shuffle," Event: Pokémon Safari (Fifth release) (prior to October 2017), Event: Camerupt Appears
",Camerupt
Pokémon Rumble World," Diamond Crater: Smelting Forge (Center Boss, Back, Special)
",Camerupt
Pokémon Picross," Area 19: Stage 08
",Camerupt
Pokémon Ruby and Sapphire," Route 112, Fiery Path, Jagged Pass
",Numel
Pokémon Emerald," Route 112, Fiery Path, Jagged Pass
",Numel
Pokémon FireRed and LeafGreen," Trade
",Numel
Pokémon Colosseum," Trade
",Numel
Pokémon XD: Gale of Darkness," Cipher Lab (Shadow)
",Numel
Pokémon Diamond and Pearl," Route 227, Stark Mountain
",Numel
Pokémon Platinum," Route 227, Stark Mountain
",Numel
Pokémon HeartGold and SoulSilver," Ilex Forest, Viridian Forest (Hoenn Sound)
",Numel
Pal Park," Mountain
",Numel
Pokémon Black and White," Trade
",Numel
Pokémon Black 2," Trade
",Numel
Pokémon White 2," Reversal Mountain
",Numel
Pokémon Dream World," Rugged Mountain
",Numel
Pokémon X and Y," Breed Camerupt
",Numel
Pokémon Omega Ruby and Alpha Sapphire," Route 112, Fiery Path, Jagged Pass
",Numel
Pokémon Sun and Moon," Pokémon Bank
",Numel
Pokémon Ultra Sun and Ultra Moon," Pokémon Bank
",Numel
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Numel
Pokémon Sword and Shield," Unobtainable
",Numel
Pokémon Pinball: Ruby & Sapphire," Volcano (Ruby Field)
",Numel
Pokémon Trozei!," Secret Storage 3, Secret Storage 13, Endless Level 8, Mr. Who's Den
",Numel
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Mt. Blaze (1F-6F), Fiery Field (1F-4F), Wish Cave (53F-56F), Oddity Cave (B6)
",Numel
Pokémon Ranger (game)," Jungle Relic
",Numel
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Steam Cave (1F-8F), Dark Crater (B1F-B11F), Giant Volcano (1F-10F)
",Numel
Pokémon Mystery Dungeon: Explorers of Sky," Steam Cave (1F-8F), Dark Crater (B1F-B11F), Giant Volcano (1F-10F)
",Numel
Pokémon Ranger: Shadows of Almia," Peril Cliffs
",Numel
Pokémon Ranger: Guardian Signs," Faldera Island, Fire Temple
",Numel
Pokémon Rumble Blast," Lava: Sunny Seashore
",Numel
Pokémon Rumble U," Magical Lake: In Need of Trees
",Numel
Pokémon Battle Trozei," Safari Jungle: Stage 1^Mo
",Numel
Pokémon Shuffle," Event: Pokémon Safari (Fifth release)
",Numel
Pokémon Rumble World," Diamond Crater: Smelting Forge (All Areas)
",Numel
Pokémon Ruby and Sapphire," Route 129 (Surfing)
",Wailord
Pokémon Emerald," Route 129 (Surfing)
",Wailord
Pokémon FireRed and LeafGreen," Trade
",Wailord
Pokémon Colosseum," Trade
",Wailord
Pokémon XD: Gale of Darkness," Trade
",Wailord
Pokémon Diamond and Pearl," Routes 223 and 230 (Super Rod)
",Wailord
Pokémon Platinum," Routes 223 and 230 (Super Rod)
",Wailord
Pokémon HeartGold and SoulSilver," Evolve Pokéwalker Wailmer
",Wailord
Pal Park," Sea
",Wailord
Pokémon Black and White," Undella Bay (Surfing in rippling water)
",Wailord
Pokémon Black 2 and White 2," Undella Bay (Surfing in rippling water)
",Wailord
Pokémon X and Y," Evolve Wailmer
",Wailord
Pokémon Omega Ruby and Alpha Sapphire," Evolve Wailmer
",Wailord
Pokémon Sun and Moon," Poni Breaker Coast, Seafolk Village (SOS Battle), Poni Wilds (SOS Battle and Ambush encounter)
",Wailord
Pokémon Ultra Sun and Ultra Moon," Seafolk Village (SOS Battle), Poni Breaker Coast (SOS Battle and Ambush encounter)
",Wailord
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Wailord
Pokémon Sword and Shield,"
",Wailord
Pokémon Pinball: Ruby & Sapphire," Evolve Wailmer
",Wailord
Pokémon Trozei!," Huge Storage 5, Mr. Who's Den
",Wailord
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Evolve Wailmer
",Wailord
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Surrounded Sea (B16F), Bottomless Sea (B26F)
",Wailord
Pokémon Mystery Dungeon: Explorers of Sky," Surrounded Sea (B16F), Bottomless Sea (B26F)
",Wailord
Pokémon Ranger: Shadows of Almia," Sea of Wailord (during mission)
",Wailord
Pokémon Mystery Dungeon (WiiWare)," Wonder Mail codes
",Wailord
PokéPark Wii: Pikachu's Adventure," Beach Zone
",Wailord
Pokémon Rumble Blast," Beach: Rugged Flats (post-ending)
",Wailord
PokéPark 2: Wonders Beyond," Cove Area
",Wailord
Pokémon Rumble U," Wonder Area: Go Big or Go Home!
",Wailord
Pokémon Battle Trozei," Distortion Island: Stage 6
",Wailord
Pokémon Shuffle," Event: Wailord Appears, Event: Great Daily Pokémon (First release)
",Wailord
Pokémon Rumble World," Sapphire Sea: Sea of Origin (Back Boss)
",Wailord
Pokémon Ruby and Sapphire," Routes 103, 105, 106, 107, 108, 109, 110, 115, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, Dewford Town, Ever Grande City, Lilycove City, Mossdeep City, Pacifidlog Town, Seafloor Cavern, Shoal Cave, Slateport City (Fishing)
",Wailmer
Pokémon Emerald," Routes 103, 105, 106, 107, 108, 109, 110, 115, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, Dewford Town, Ever Grande City, Lilycove City, Mossdeep City, Pacifidlog Town, Seafloor Cavern, Shoal Cave, Slateport City (Fishing)
",Wailmer
Pokémon FireRed and LeafGreen," Trade
",Wailmer
Pokémon Colosseum," Trade
",Wailmer
Pokémon XD: Gale of Darkness," Trade
",Wailmer
Pokémon Diamond and Pearl," Routes 223 and 230 (Super Rod)
",Wailmer
Pokémon Platinum," Routes 223 and 230 (Super Rod)
",Wailmer
Pokémon HeartGold and SoulSilver," Trade or Transfer from Pokéwalker
",Wailmer
Pal Park," Sea
",Wailmer
Pokéwalker," Warm Beach
",Wailmer
Pokémon Black and White," Undella Town, Undella Bay (Surfing in rippling water)
",Wailmer
Pokémon Black 2 and White 2," Undella Bay (Surfing in rippling water)
",Wailmer
Pokémon Dream World," Sparkling Sea
",Wailmer
Pokémon X and Y," Cyllage City, Ambrette Town, Route 8 (Surfing)
",Wailmer
Pokémon Omega Ruby," Routes 103, 105, 106, 107, 108, 109, 110, 115, 122, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, and 134, Dewford Town, Ever Grande City, Lilycove City, Mossdeep City, Pacifidlog Town, Sea Mauville, Seafloor Cavern, Sealed Chamber, Shoal Cave, Slateport City, Team Magma Hideout, Victory Road (Good Rod or Super Rod)
",Wailmer
Pokémon Alpha Sapphire," Routes 103, 105, 106, 107, 108, 109, 110, 115, 122, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, and 134, Dewford Town, Ever Grande City, Lilycove City, Mossdeep City, Pacifidlog Town, Sea Mauville, Seafloor Cavern, Sealed Chamber, Shoal Cave, Slateport City, Team Aqua Hideout, Victory Road (Good Rod or Super Rod)
",Wailmer
Pokémon Sun and Moon," Poni Breaker Coast, Seafolk Village (Fishing), Poni Wilds (Fishing and Ambush encounter)
",Wailmer
Pokémon Ultra Sun and Ultra Moon," Seafolk Village (Fishing), Poni Breaker Coast (Fishing and Ambush encounter)
",Wailmer
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Wailmer
Pokémon Sword and Shield,"
",Wailmer
Pokémon Channel," Secret Cove
",Wailmer
Pokémon Pinball: Ruby & Sapphire," Ocean (Ruby Field)
",Wailmer
Pokémon Trozei!," Secret Storage 14, Endless Level 8, Forever Level 8, Mr. Who's Den
",Wailmer
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Silver Trench (41F-50F), Far-off Sea (41F-50F)
",Wailmer
Pokémon Ranger (game)," Safra Sea
",Wailmer
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Surrounded Sea (B1F-B20F), Miracle Sea (B1F-B18F, Deep Miracle Sea B1F-B3F), Bottomless Sea (B1F-B25F)
",Wailmer
Pokémon Mystery Dungeon: Explorers of Sky," Surrounded Sea (B1F-B20F), Miracle Sea (B1F-B18F, Deep Miracle Sea B1F-B3F), Bottomless Sea (B1F-B25F)
",Wailmer
My Pokémon Ranch," Hayley's trades
",Wailmer
Pokémon Rumble Blast," Beach: Rugged Flats
",Wailmer
Pokémon Rumble U," Wonder Area: Go Big or Go Home!
",Wailmer
Pokémon Battle Trozei," Distortion Island: Stage 6
",Wailmer
Pokémon Shuffle," Graucus Hall: Stage 471
",Wailmer
Pokémon Rumble World," Sapphire Sea: Sea of Origin (All Areas)
",Wailmer
Pokémon Ruby and Sapphire," Routes 103, 118, 122, 124, 125, 126, 127, 129, 130, 131, 132, 133, and 134, Mossdeep City, Pacifidlog Town (Super Rod)
",Sharpedo
Pokémon Emerald," Routes 103, 118, 122, 124, 125, 126, 127, 129, 130, 131, 132, 133, and 134, Mossdeep City, Pacifidlog Town (Super Rod)
",Sharpedo
Pokémon FireRed and LeafGreen," Trade
",Sharpedo
Pokémon Colosseum," Trade
",Sharpedo
Pokémon XD: Gale of Darkness," Evolve Carvanha
",Sharpedo
Pokémon Diamond and Pearl," Routes 213 and 222 (Super Rod)
",Sharpedo
Pokémon Platinum," Evolve Carvanha
",Sharpedo
Pokémon HeartGold and SoulSilver," Evolve Pokéwalker Carvanha
",Sharpedo
Pal Park," Sea
",Sharpedo
Pokémon Black and White," Village Bridge (Fishing in rippling water)
",Sharpedo
Pokémon Black 2 and White 2," Village Bridge (Fishing in rippling water)
",Sharpedo
Pokémon X and Y," Route 22 (Super Rod)
",Sharpedo
Pokémon Omega Ruby and Alpha Sapphire," Routes 118 and 119 (Super Rod), Received from a Team Aqua Grunt at the Battle Resort
",Sharpedo
Pokémon Sun and Moon," Poni Breaker Coast
",Sharpedo
Pokémon Ultra Sun and Ultra Moon," Poni Breaker Coast (SOS Battle)
",Sharpedo
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Sharpedo
Pokémon Sword and Shield," Unobtainable
",Sharpedo
Pokémon Pinball: Ruby & Sapphire," Evolve Carvanha
",Sharpedo
Pokémon Trozei!," Endless Level 55, Endless Level 71, Forever Level 5, Mr. Who's Den
",Sharpedo
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Evolve Carvanha
",Sharpedo
Pokémon Ranger (game)," Safra Sea
",Sharpedo
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Miracle Sea (B1F-B18F, Deep Miracle Sea B1F-B4F)
",Sharpedo
Pokémon Mystery Dungeon: Explorers of Sky," Miracle Sea (B1F-B18F, Deep Miracle Sea B1F-B4F)
",Sharpedo
Pokémon Ranger: Shadows of Almia," Puel Sea, Sea of Wailord
",Sharpedo
PokéPark Wii: Pikachu's Adventure," Beach Zone
",Sharpedo
Pokémon Ranger: Guardian Signs," Coral Sea
",Sharpedo
Pokémon Rumble Blast," Beach: Challenger's Ground (post-ending)
",Sharpedo
Pokémon Rumble U," Secret Warehouse: The Enemies Within, Challenge Battle: Open Entry Battle Royale
",Sharpedo
Pokémon Battle Trozei," Island of Haste: Stage 6
",Sharpedo
Pokémon Shuffle," Prasino Woods: Stage 598, Event: Pokémon Safari (First release)
",Sharpedo
Pokémon Rumble World," Sapphire Sea: Sea of Origin (All Areas, Entrance Boss)
",Sharpedo
Pokémon Picross," Area 10: Stage 04
",Sharpedo
Pokémon Ruby and Sapphire," Routes 118 and 119 (Good Rod or Super Rod)
",Carvanha
Pokémon Emerald," Routes 118 and 119 (Good Rod or Super Rod)
",Carvanha
Pokémon FireRed and LeafGreen," Trade
",Carvanha
Pokémon Colosseum," Trade
",Carvanha
Pokémon XD: Gale of Darkness," Cipher Lab (Shadow)
",Carvanha
Pokémon Diamond and Pearl," Great Marsh (Super Rod)
",Carvanha
Pokémon Platinum," Great Marsh (Super Rod)
",Carvanha
Pokémon HeartGold and SoulSilver," Transfer from Pokéwalker
",Carvanha
Pal Park," Sea
",Carvanha
Pokéwalker," Warm Beach
",Carvanha
Pokémon Black and White," Village Bridge (Fishing)
",Carvanha
Pokémon Black 2 and White 2," Village Bridge (Fishing)
",Carvanha
Pokémon Dream World," Sparkling Sea
",Carvanha
Pokémon X and Y," Route 22 (Good Rod)
",Carvanha
Pokémon Omega Ruby and Alpha Sapphire," Routes 118 and 119 (Good Rod or Super Rod)
",Carvanha
Pokémon Sun and Moon," Breed Sharpedo
",Carvanha
Pokémon Ultra Sun and Ultra Moon," Poni Breaker Coast (Fishing)
",Carvanha
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Carvanha
Pokémon Sword and Shield," Unobtainable
",Carvanha
Pokémon Pinball: Ruby & Sapphire," Ocean (Both Fields)
",Carvanha
Pokémon Trozei!," Secret Storage 11, Huge Storage 4, Endless Level 10, Mr. Who's Den
",Carvanha
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Stormy Sea (35F-39F), Silver Trench (30F-39F), Far-off Sea (30F-39F), Fantasy Strait (B30)
",Carvanha
Pokémon Ranger (game)," Safra Sea
",Carvanha
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Surrounded Sea (B1F-B14F)
",Carvanha
Pokémon Mystery Dungeon: Explorers of Sky," Surrounded Sea (B1F-B14F)
",Carvanha
PokéPark Wii: Pikachu's Adventure," Beach Zone
",Carvanha
Pokémon Ranger: Guardian Signs," Coral Sea
",Carvanha
Pokémon Rumble Blast," Beach: Challenger's Ground
",Carvanha
Pokémon Rumble U," Secret Warehouse: The Enemies Within
",Carvanha
Pokémon Battle Trozei," Island of Haste: Stage 6
",Carvanha
Pokémon Shuffle," Prasino Woods: Stage 591, Event: Pokémon Safari (First release)
",Carvanha
Pokémon Rumble World," Sapphire Sea: Sea of Origin (All Areas), Silver Isles: Windy Sea (All Areas)
",Carvanha
Pokémon Ruby and Sapphire," Evolve Gulpin
",Swalot
Pokémon Emerald," Evolve Gulpin
",Swalot
Pokémon FireRed and LeafGreen," Trade
",Swalot
Pokémon Colosseum," Trade
",Swalot
Pokémon XD: Gale of Darkness," Evolve Gulpin
",Swalot
Pokémon Diamond and Pearl," Evolve Gulpin
",Swalot
Pokémon Platinum," Evolve Gulpin
",Swalot
Pokémon HeartGold," Trade
",Swalot
Pokémon SoulSilver," Evolve Gulpin
",Swalot
Pal Park," Forest
",Swalot
Pokémon Black and White," Trade
",Swalot
Pokémon Black 2 and White 2," Route 9 (Swarm)
",Swalot
Pokémon X and Y," Friend Safari (Poison)
",Swalot
Pokémon Omega Ruby and Alpha Sapphire," Evolve Gulpin
",Swalot
Pokémon Sun and Moon," Pokémon Bank
",Swalot
Pokémon Ultra Sun and Ultra Moon," Pokémon Bank
",Swalot
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Swalot
